Place,Player,Registration code,Advertiser,Profile,Cardroom,Chips,Bets + fees,Total win,Jackpot win
22,Vildaenzo,8576938857,default1o,-,svenskaspel,0,€1.00,€0.00,0
23,Kjedd,8576936991,default44,-,betfairpoker,0,€1.00,€0.00,0
24,Heix666,8576927500,default8v,-,coolbet.ee,0,€1.00,€0.00,0
25,mirvi35,8576919886,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
26,aklestad,8576914896,default8t,-,coolbet,0,€1.00,€0.00,0
27,1130585127972331,8576924373,defaultinbet.bg,-,inbet.bg,0,€1.00,€0.00,0
1,Jsrsage,8577448520,defaultteammexico.mx,-,teammexico.mx,11195200,€1.00,€0.00,0
1,wongtekk,8577435764,jnandez,-,championpoker,2687500,€1.00,€0.00,0
1,Ylore,8577452246,no_affiliate_cz,-,bifortuna.cz,1528000,€1.00,€0.00,0
1,jb4299,8577439652,default7z,-,paddypowerpoker.com,4515700,€1.00,€0.00,0
1,fghjkl,8577428072,defaultvx,-,redstar,984400,€1.00,€0.00,0
1,Guxi15,8577437320,default1o,-,svenskaspel,7599300,€1.00,€0.00,0
1,TomWambsgans,8577452495,default1o,-,svenskaspel,4933000,€1.00,€0.00,0
1,Serdika,8577447055,default2k,-,bet365poker.bg,6948000,€1.00,€0.00,0
1,Vla1981,8577445167,defaultfm,-,swisscasino.ch,7040900,€1.00,€0.00,0
1,rexfurious558,8577441621,bet365,-,bet365poker,5525800,€1.00,€0.00,0
1,KongOskar67,8577433951,default8t,-,coolbet,4042200,€1.00,€0.00,0
12,BobJ23,8577453656,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
13,aklestad,8577452824,default8t,-,coolbet,0,€1.00,€0.00,0
14,knallskott,8577430059,default1o,-,svenskaspel,0,€1.00,€0.00,0
15,catball94,8577449575,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
16,SouralM,8577446854,PPC_CAS_Nonbrand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
17,fishfurious154,8577444134,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
18,akkar,8577450074,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
19,fishfree883,8577448647,default97,-,paf.com,0,€1.00,€0.00,0
20,ALeShiK19911,8577443014,defaultvx,-,redstar,0,€1.00,€0.00,0
21,RPMOC77,8577425119,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
22,Eidissimo,8577454548,defaultbetsolid.com,-,betsolid.com,0,€1.00,€0.00,0
23,mourgos07,8577454132,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
24,SteveD01,8577447820,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
25,mourgos07,8577453198,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
26,RealBasil79,8577451961,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
27,111Ladislav111,8577446937,Google,-,bifortuna.cz,0,€1.00,€0.00,0
28,mourgos07,8577451284,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
29,talldark69,8577451991,bet365,-,bet365poker,0,€1.00,€0.00,0
30,Bromden78,8577450095,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
31,JessicaNuts,8577430727,BetfairOG,-,betfairpoker,0,€1.00,€0.00,0
32,Huccabysfreind,8577418915,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
33,Ylore,8577448629,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
34,RealBasil79,8577449430,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
35,mourgos07,8577450143,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
36,Pompey118,8577442260,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
37,akkar,8577413303,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
38,RealBasil79,8577446622,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
39,catball94,8577446232,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
40,banbam,8577448304,defaultbetsson.pe,-,betsson.pe,0,€1.00,€0.00,0
41,TomWambsgans,8577440957,default1o,-,svenskaspel,0,€1.00,€0.00,0
42,sandycar333,8577378701,BSQPoker1,-,betfairpoker,0,€1.00,€0.00,0
43,111Ladislav111,8577444899,Google,-,bifortuna.cz,0,€1.00,€0.00,0
44,SouralM,8577438071,PPC_CAS_Nonbrand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
45,garyf2,8577440304,default3g,-,boylepokeruw4,0,€1.00,€0.00,0
46,111Ladislav111,8577444402,Google,-,bifortuna.cz,0,€1.00,€0.00,0
47,fishfurious154,8577442594,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
48,ALeShiK19911,8577428732,defaultvx,-,redstar,0,€1.00,€0.00,0
49,saturnbrook41,8577424838,default8t,-,coolbet,0,€1.00,€0.00,0
50,TomWambsgans,8577430976,default1o,-,svenskaspel,0,€1.00,€0.00,0
51,Supernova160517,8577395043,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
52,FrkBrodin,8577436094,default8t,-,coolbet,0,€1.00,€0.00,0
53,SouralM,8577429938,PPC_CAS_Nonbrand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
54,KongOskar67,8577421512,default8t,-,coolbet,0,€1.00,€0.00,0
55,doowyah,8577417524,BetfairOG,-,betfairpoker,0,€1.00,€0.00,0
56,JessicaNuts,8577408176,BetfairOG,-,betfairpoker,0,€1.00,€0.00,0
57,KongOskar67,8577388938,default8t,-,coolbet,0,€1.00,€0.00,0
1,akkar,8576989939,defaultarcticbet.com,-,arcticbet.com,4884400,€1.00,€0.00,0
1,Wildman81,8576992558,defaultwhpoker,NA,whpoker,4381300,€1.00,€0.00,0
1,leebadbeat1,8576974973,defaultgrosvenor.poker,-,grosvenor.poker,2468100,€1.00,€0.00,0
1,JohnyDriverAA,8576972766,PPC_CAS_Nonbrand_Google,-,bifortuna.cz,993800,€1.00,€0.00,0
1,haluzar11,8576995957,PokerStars,-,bifortuna.cz,6272400,€1.00,€0.00,0
6,YanLimperis,8577003411,defaultvx,-,redstar,0,€1.00,€0.00,0
7,Hasnas77,8576995640,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
8,stakerready627,8577001384,bet365,-,bet365poker,0,€1.00,€0.00,0
9,queenmature474,8576998086,default8t,-,coolbet,0,€1.00,€0.00,0
10,aklestad,8577003861,default8t,-,coolbet,0,€1.00,€0.00,0
11,aklestad,8577003013,default8t,-,coolbet,0,€1.00,€0.00,0
12,Ste3ao,8576959342,Google,-,bifortuna.cz,0,€1.00,€0.00,0
13,Serdika,8576970165,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
14,queenmature474,8576977720,default8t,-,coolbet,0,€1.00,€0.00,0
15,feigen,8576996643,default8t,-,coolbet,0,€1.00,€0.00,0
16,snocat,8576983101,default1o,-,svenskaspel,0,€1.00,€0.00,0
17,Hasnas77,8576983948,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
18,akkar,8576958772,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
19,RealBasil79,8576979666,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
1,BELLYFLOPPER16,8576721336,bet365,a,bet365poker,15613400,€1.00,€0.00,0
1,KongOskar67,8576775449,default8t,-,coolbet,1442900,€1.00,€0.00,0
1,HeavenlyPerle,8576660319,defaulthollandcasino,-,hollandcasino,3149300,€1.00,€0.00,0
1,CherarFlorin,8576755811,default7z,-,paddypowerpoker.com,13250600,€1.00,€0.00,0
1,Shrewdbrook96,8576769330,defaultbetsson.pe,-,betsson.pe,4561200,€1.00,€0.00,0
1,smck0,8576753757,default7z,-,paddypowerpoker.com,2982600,€1.00,€0.00,0
7,Bumsas999,8576764850,defaultbetsafe.lt,-,betsafe.lt,0,€1.00,€0.00,0
8,HalzaAces,8576767210,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
9,brokerwolf24,8576779588,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
10,Stekspade,8576778634,default1o,-,svenskaspel,0,€1.00,€0.00,0
11,ryaldo,8576780938,who_migrated,-,whpoker,0,€1.00,€0.00,0
12,Supernova160517,8576755620,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
13,eriksen93,8576775370,default8t,-,coolbet,0,€1.00,€0.00,0
14,PokerNick01,8576780020,defaultwhpoker,NA,whpoker,0,€1.00,€0.00,0
15,knighttable143,8576776129,bet365,-,bet365poker,0,€1.00,€0.00,0
16,ryaldo,8576780473,who_migrated,-,whpoker,0,€1.00,€0.00,0
17,ljbarnes1999,8576779590,defaultw4,NA,whpoker,0,€1.00,€0.00,0
18,nicikoudy,8576754190,Google,-,bifortuna.cz,0,€1.00,€0.00,0
19,PSIPSINAKIS,8576776413,defaultnetbetgr,-,netbetgr,0,€1.00,€0.00,0
20,jupiterbird51,8576762894,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
21,PokerNick01,8576778539,defaultwhpoker,NA,whpoker,0,€1.00,€0.00,0
22,brokerwolf24,8576777658,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
23,jonnerhull,8576723405,who_migrated,-,whpoker,0,€1.00,€0.00,0
24,nrocca,8576777959,bet365,-,bet365poker,0,€1.00,€0.00,0
25,nrocca,8576768856,bet365,-,bet365poker,0,€1.00,€0.00,0
26,Jonnyboy180,8576770768,bet365,a,bet365poker,0,€1.00,€0.00,0
27,28934623,8576775766,default97,-,paf.com,0,€1.00,€0.00,0
28,herknight,8576772174,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
29,OtvazhnyEblan,8576753627,defaultvx,-,redstar,0,€1.00,€0.00,0
30,KongOskar67,8576771671,default8t,-,coolbet,0,€1.00,€0.00,0
31,sortePAI08,8576757625,pokercash,-,championpoker,0,€1.00,€0.00,0
32,HomerSpinsons,8576742183,default97,-,paf.com,0,€1.00,€0.00,0
33,herknight,8576770667,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
34,ravenroyal28,8576761835,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
35,queentemple188,8576762522,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
36,sho3mak3r,8576759401,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
37,sho3mak3r,8576753625,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
38,erosara88,8576749605,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
39,creed16,8576755230,default44,-,betfairpoker,0,€1.00,€0.00,0
40,JohnnyPokez,8576754539,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
41,bluffer333,8576724813,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
1,Fernanditoooooo,8577532991,default8t,-,coolbet,8345700,€1.00,€0.00,0
1,Jeffchenkow,8577528277,pokercash,-,championpoker,5578900,€1.00,€0.00,0
1,BrayanM98,8577532252,defaultbetsafe.pe,-,betsafe.pe,2075400,€1.00,€0.00,0
4,Buy2get3rdfree,8577533158,default97,-,paf.com,0,€1.00,€0.00,0
5,JoeGardo,8577522878,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
6,HeitzDu,8577535368,bet365,-,bet365poker,0,€1.00,€0.00,0
7,classic0101,8577517229,defaultvx,-,redstar,0,€1.00,€0.00,0
8,Eliandrowwww,8577531069,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
9,Haziz420,8577504231,default97,-,paf.com,0,€1.00,€0.00,0
10,Tayler888,8577529742,default8t,-,coolbet,0,€1.00,€0.00,0
11,TKcheeo,8577534393,defaultatlanticcity.pe,-,atlanticcity.pe,0,€1.00,€0.00,0
12,Buy2get3rdfree,8577532018,default97,-,paf.com,0,€1.00,€0.00,0
13,aylu,8577523508,defaultbet365poker.bap,-,bet365poker.bap,0,€1.00,€0.00,0
14,Perceptivegem27,8577527726,defaultbet365poker.bap,-,bet365poker.bap,0,€1.00,€0.00,0
15,Humusoid,8577527698,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
16,Humusoid,8577525284,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
1,akkar,8577752617,defaultarcticbet.com,-,arcticbet.com,1172000,€1.00,€0.00,0
1,Andy333,8577760420,defaultbetfredew5,-,betfredew5,3152000,€1.00,€0.00,0
1,egendomlig,8577745384,default1o,-,svenskaspel,2844500,€1.00,€0.00,0
1,Romash4444,8577720630,defaultvx,-,redstar,16831500,€1.00,€0.00,0
5,maghullste1234,8577728540,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
6,aklestad,8577735701,default8t,-,coolbet,0,€1.00,€0.00,0
7,beaglemies,8577758785,default97,-,paf.com,0,€1.00,€0.00,0
8,fishfurious154,8577460790,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
9,Andy333,8577752882,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
10,BrunoFernandes,8577751690,default8t,-,coolbet,0,€1.00,€0.00,0
11,JanneJyske,8577741086,default97,-,paf.com,0,€1.00,€0.00,0
12,jonyklasik,8577754090,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
13,Ste3ao,8577654583,Google,-,bifortuna.cz,0,€1.00,€0.00,0
14,HugoCastillo,8577741567,defaultvx,-,redstar,0,€1.00,€0.00,0
15,Bromden78,8577742498,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
16,akkar,8577743372,defaultarcticbet.com,-,arcticbet.com,0,€1.00,€0.00,0
17,BrunoFernandes,8577740105,default8t,-,coolbet,0,€1.00,€0.00,0
18,Andy333,8577742248,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
19,Spee,8577744083,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
20,CRLSdundych,8577721032,CZ_Social_CAS_ACQ_Meta,-,bifortuna.cz,0,€1.00,€0.00,0
21,andrew1961sky,8577733000,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
22,HankeyPoo,8577708019,defaultvx,-,redstar,0,€1.00,€0.00,0
23,Serdika,8577735600,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
24,aklestad,8577731327,default8t,-,coolbet,0,€1.00,€0.00,0
1,ToxicB,8577842848,defaulthollandcasino,-,hollandcasino,4947800,€1.00,€0.00,0
1,VicTheRiver,8577844772,default8t,-,coolbet,11037600,€1.00,€0.00,0
1,Pelegrin94,8577823110,pokercash,-,championpoker,3826600,€1.00,€0.00,0
1,Ste3ao,8577654648,Google,-,bifortuna.cz,3914300,€1.00,€0.00,0
1,CRLSdundych,8577722465,CZ_Social_CAS_ACQ_Meta,-,bifortuna.cz,7273700,€1.00,€0.00,0
6,velaquezbb,8577842389,defaultcodere.mx,-,codere.mx,0,€1.00,€0.00,0
7,djoke1955,8577802376,defaultbet365poker.nl,-,bet365poker.nl,0,€1.00,€0.00,0
8,poordevil,8577782837,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
9,Mediocre2,8577800767,defaultvx,-,redstar,0,€1.00,€0.00,0
10,Jaakkoleena,8577844458,default8t,-,coolbet,0,€1.00,€0.00,0
11,Spee,8577845296,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
12,tigerbrick91,8577848317,default9p,-,betsafe.com,0,€1.00,€0.00,0
13,BrayanM98,8577840498,defaultbetsafe.pe,-,betsafe.pe,0,€1.00,€0.00,0
14,Andy333,8577846144,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
15,Frytz13,8577841246,RO_PPC_Sitelinks_Google,-,efortuna,0,€1.00,€0.00,0
16,Spee,8577836039,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
17,mygirlbillie,8577840605,bet365,a,bet365poker,0,€1.00,€0.00,0
18,Andy333,8577840775,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
19,wallyx2,8577842504,thomas.aziz9,-,efortuna,0,€1.00,€0.00,0
20,angelshadow89,8577834824,bet365,-,bet365poker,0,€1.00,€0.00,0
21,jonyklasik,8577809958,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
22,Spee,8577802548,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
23,Andy333,8577828224,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
24,roomulus,8577829299,default9s,-,betsafe.ee,0,€1.00,€0.00,0
25,WrongWayKid,8577806808,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
26,aklestad,8577818416,default8t,-,coolbet,0,€1.00,€0.00,0
27,Bromden78,8577813869,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
28,aklestad,8577813809,default8t,-,coolbet,0,€1.00,€0.00,0
29,aklestad,8577790651,default8t,-,coolbet,0,€1.00,€0.00,0
30,HankeyPoo,8577779616,defaultvx,-,redstar,0,€1.00,€0.00,0
31,sportnut,8577799104,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
1,Supernova160517,8578001220,defaultgrosvenor.poker,-,grosvenor.poker,9496300,€1.00,€0.00,0
1,Geniusdove15,8578054561,default7z,-,paddypowerpoker.com,3727300,€1.00,€0.00,0
1,izzyskint,8578037732,default7z,-,paddypowerpoker.com,3828800,€1.00,€0.00,0
1,cloudpurple299,8578038021,default1o,-,svenskaspel,2010600,€1.00,€0.00,0
1,Irokeser26,8578068691,default8t,-,coolbet,16479800,€1.00,€0.00,0
1,D0ubleYou,8578041640,default1o,-,svenskaspel,3317400,€1.00,€0.00,0
1,haluzar11,8578037848,PokerStars,-,bifortuna.cz,8139800,€1.00,€0.00,0
8,BinkEyes,8578070262,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
9,LDF20,8578052967,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
10,Barbasvag,8578065827,default1o,-,svenskaspel,0,€1.00,€0.00,0
11,GoldenStilettoes,8578062950,default44,-,betfairpoker,0,€1.00,€0.00,0
12,bomba1997,8578067030,defaulte8,-,efortuna,0,€1.00,€0.00,0
13,Saaafaaaa,8578067285,PPC_SPB_Brand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
14,straightzone55,8578070244,default1o,-,svenskaspel,0,€1.00,€0.00,0
15,honzagatyas,8578036199,Google,-,bifortuna.cz,0,€1.00,€0.00,0
16,jb4299,8578036001,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
17,demonjolly324,8578036166,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
18,Serdika,8578070591,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
19,Kechasgr,8578057121,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
20,YakuzaCzechia1,8578063345,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
21,Champ01,8578066519,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
22,Andy333,8578042695,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
23,Ninna,8578059186,default1o,-,svenskaspel,0,€1.00,€0.00,0
24,KingShamrock,8578065951,bet365,-,bet365poker,0,€1.00,€0.00,0
25,Wildman81,8578059774,defaultwhpoker,NA,whpoker,0,€1.00,€0.00,0
26,moontrue475,8578054391,default1o,-,svenskaspel,0,€1.00,€0.00,0
27,Serdika,8578067924,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
28,BinkEyes,8578053838,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
29,Champ01,8578058418,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
30,KingShamrock,8578040637,bet365,-,bet365poker,0,€1.00,€0.00,0
31,Napalm81,8578063260,defaultfm,-,swisscasino.ch,0,€1.00,€0.00,0
32,lordfunt,8578058535,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
33,YakuzaCzechia1,8578023352,pokerarenacz,-,bifortuna.cz,0,€1.00,€0.00,0
34,Darkside808,8578055150,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
35,lordfunt,8578047409,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
36,Kechasgr,8578052041,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
37,Geniusdove15,8578049035,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
38,Geniusdove15,8578046246,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
39,lordfunt,8578041300,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
40,cloudpurple299,8578026108,default1o,-,svenskaspel,0,€1.00,€0.00,0
41,demonjolly324,8578034025,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
42,honzagatyas,8578034553,Google,-,bifortuna.cz,0,€1.00,€0.00,0
43,Bromden78,8578016231,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
44,demonjolly324,8578019668,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
45,MYCTHS,8578018083,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
46,demonjolly324,8577975753,default2k,-,bet365poker.bg,0,€1.00,€0.00,0
47,Bromden78,8578006433,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
1,akkar,8577925367,defaultarcticbet.com,-,arcticbet.com,4887600,€1.00,€0.00,0
1,HotterPotter,8577915514,defaultvx,-,redstar,2408600,€1.00,€0.00,0
1,Fritsefrats,8577935090,defaulthollandcasino,-,hollandcasino,7641400,€1.00,€0.00,0
1,Ste3ao,8577660266,Google,-,bifortuna.cz,6828900,€1.00,€0.00,0
1,Andy333,8577951519,defaultbetfredew5,-,betfredew5,5049000,€1.00,€0.00,0
1,9854LightSeeker,8577957679,default9p,-,betsafe.com,2560000,€1.00,€0.00,0
1,haluzar11,8577931697,PokerStars,-,bifortuna.cz,4624500,€1.00,€0.00,0
8,Sebban05,8577954728,defaultbetsolid.com,-,betsolid.com,0,€1.00,€0.00,0
9,carling69,8577951210,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
10,HankeyPoo,8577877802,defaultvx,-,redstar,0,€1.00,€0.00,0
11,MariaBetanio,8577956986,pokercash,-,championpoker,0,€1.00,€0.00,0
12,VngelDvid,8577958098,defaultatlanticcity.pe,-,atlanticcity.pe,0,€1.00,€0.00,0
13,Goallinnnn,8577957543,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
14,Shosho69,8577921418,defaultvx,-,redstar,0,€1.00,€0.00,0
15,ksalokannel,8577950072,default97,-,paf.com,0,€1.00,€0.00,0
16,Goallinnnn,8577947942,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
17,aklestad,8577942643,default8t,-,coolbet,0,€1.00,€0.00,0
18,Zoomerboomer,8577953907,default1o,-,svenskaspel,0,€1.00,€0.00,0
19,JebutiKevu,8577930036,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
20,Katriin97,8577936725,default8v,-,coolbet.ee,0,€1.00,€0.00,0
21,odool,8577951601,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
22,Pompey666,8577871356,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
23,jokapaivasamaa,8577904152,default97,-,paf.com,0,€1.00,€0.00,0
24,TonyPerivale,8577943232,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
25,ksalokannel,8577946628,default97,-,paf.com,0,€1.00,€0.00,0
26,Goallinnnn,8577940672,defaulthollandcasino,-,hollandcasino,0,€1.00,€0.00,0
27,aubsky,8577921805,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
28,ksalokannel,8577940880,default97,-,paf.com,0,€1.00,€0.00,0
29,Andy333,8577934887,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
30,TonyPerivale,8577924417,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
31,Katriin97,8577912268,default8v,-,coolbet.ee,0,€1.00,€0.00,0
32,antony1960sky,8577929103,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
33,Yoshimi50,8577911093,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
34,Darkside808,8577871517,default5h,-,bet365poker.gr,0,€1.00,€0.00,0
1,Serdika,8577634553,default2k,-,bet365poker.bg,5738000,€1.00,€0.00,0
1,Andy333,8577637723,defaultbetfredew5,-,betfredew5,2135400,€1.00,€0.00,0
1,klasson85,8577627277,default1o,-,svenskaspel,5417200,€1.00,€0.00,0
1,Ciubikas,8577639706,defaultbetsafe.lt,-,betsafe.lt,3476000,€1.00,€0.00,0
1,aklestad,8577633229,default8t,-,coolbet,912800,€1.00,€0.00,0
1,Bromden78,8577618254,default7z,-,paddypowerpoker.com,7320600,€1.00,€0.00,0
7,KongOskar67,8577632997,default8t,-,coolbet,0,€1.00,€0.00,0
8,Champ01,8577638706,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
9,BISHBASHBOSH73,8577638723,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
10,fatpatstat,8577637243,default7z,-,paddypowerpoker.com,0,€1.00,€0.00,0
11,dHarwood,8577638747,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
12,TomassAnsons,8577636108,defaultklondaika.lv,-,klondaika.lv,0,€1.00,€0.00,0
13,dHarwood,8577638154,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
14,Champ01,8577635045,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
15,dHarwood,8577636850,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
16,Andy333,8577631555,defaultbetfredew5,-,betfredew5,0,€1.00,€0.00,0
17,czechPrg,8577636195,no_affiliate_cz,-,bifortuna.cz,0,€1.00,€0.00,0
18,dHarwood,8577636475,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
19,bleuboo,8577632171,defaultskypoker.com,-,skypoker.com,0,€1.00,€0.00,0
20,dHarwood,8577635962,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
21,dHarwood,8577633757,defaultgrosvenor.poker,-,grosvenor.poker,0,€1.00,€0.00,0
22,Romash4444,8577605344,defaultvx,-,redstar,0,€1.00,€0.00,0
23,CRLSdundych,8577602421,CZ_Social_CAS_ACQ_Meta,-,bifortuna.cz,0,€1.00,€0.00,0
24,aklestad,8577622554,default8t,-,coolbet,0,€1.00,€0.00,0
25,aklestad,8577592341,default8t,-,coolbet,0,€1.00,€0.00,0
1,buttonscary561,8578162532,default1o,-,svenskaspel,4448500,€1.00,€0.00,0
1,ALeShiK19911,8578158352,defaultvx,-,redstar,4599900,€1.00,€0.00,0
1,borisjohnson22,8578157545,bet365,a,bet365poker,3929200,€1.00,€0.00,0
1,salvedom,8578145541,pawuser,-,championpoker,7559400,€1.00,€0.00,0
1,Humusoid,8578156699,no_affiliate_cz,-,bifortuna.cz,8463000,€1.00,€0.00,0
6,KingShamrock,8578124029,bet365,-,bet365poker,0,€1.00,€0.00,0
7,foro2,8578164832,defaultteammexico.mx,-,teammexico.mx,0,€1.00,€0.00,0
8,aklestad,8578125535,default8t,-,coolbet,0,€1.00,€0.00,0
9,Strongpearl633,8578158280,defaultnovibet.gr,-,novibet.gr,0,€1.00,€0.00,0
10,Haziz420,8577499300,default97,-,paf.com,0,€1.00,€0.00,0
11,D1ma4,8578146561,defaultvx,-,redstar,0,€1.00,€0.00,0
12,mousewitty324,8578155337,defaultbet365poker.nl,-,bet365poker.nl,0,€1.00,€0.00,0
13,SouralM,8578164888,PPC_CAS_Nonbrand_Google,-,bifortuna.cz,0,€1.00,€0.00,0
